n_pred,n_skip,r2_oos,rmse,mae,ref_r2_blockcv,r2_ic_lo,r2_ic_hi,rmse_ic_lo,rmse_ic_hi,mae_ic_lo,mae_ic_hi
18248,1540,0.40993409142859394,0.19373649725372116,0.15115513831397814,0.382,0.3699448660591128,0.4464229678186979,0.1873903791144074,0.20041960963847094,0.1453473395561445,0.15754594069340908
