poly_id,s2_date,ndvi_finale,sorgente,distanza_giorni,ndvi_osservato
P089,2025-03-13,0.7826500000000001,interpolato_inaffidabile,10,
P089,2025-03-15,0.80056,interpolato_inaffidabile,8,
P089,2025-03-18,0.827425,interpolato_inaffidabile,5,
P089,2025-03-23,0.8722,osservato,0,0.8722
P089,2025-03-25,0.6475,osservato,0,0.6475
P089,2025-03-28,0.71602,interpolato_inaffidabile,3,
P089,2025-04-02,0.83022,interpolato_inaffidabile,2,
P089,2025-04-04,0.8759,osservato,0,0.8759
P089,2025-04-07,0.4024,osservato,0,0.4024
P089,2025-04-12,0.8492,osservato,0,0.8492
P089,2025-04-14,0.8404,interpolato_inaffidabile,2,
P089,2025-04-17,0.8272,osservato,0,0.8272
P089,2025-04-22,0.8339,osservato,0,0.8339
P089,2025-04-24,0.8577,osservato,0,0.8577
P089,2025-04-27,0.5993,osservato,0,0.5993
P089,2025-05-02,0.8597,osservato,0,0.8597
P089,2025-05-04,0.8207,osservato,0,0.8207
P089,2025-05-07,0.7626124999999999,interpolato_inaffidabile,3,
P089,2025-05-12,0.6658,osservato,0,0.6658
P089,2025-05-14,0.4459,osservato,0,0.4459
P089,2025-05-17,0.3761,osservato,0,0.3761
P089,2025-05-22,0.3025285714285714,interpolato_inaffidabile,2,
P089,2025-05-24,0.2731,osservato,0,0.2731
P089,2025-05-27,0.41365,interpolato_inaffidabile,3,
P089,2025-06-01,0.6479,osservato,0,0.6479
P089,2025-06-03,0.7126,osservato,0,0.7126
P089,2025-06-11,0.7155,osservato,0,0.7155
P089,2025-06-13,0.7257,osservato,0,0.7257
P089,2025-06-16,0.6749,osservato,0,0.6749
P089,2025-06-21,0.2533,osservato,0,0.2533
P089,2025-06-23,0.30894000000000005,interpolato_inaffidabile,2,
P089,2025-06-26,0.3924,osservato,0,0.3924
P089,2025-07-01,0.4504,osservato,0,0.4504
P089,2025-07-03,0.48658,interpolato_inaffidabile,2,
P089,2025-07-06,0.54085,interpolato_inaffidabile,5,
P089,2025-07-11,0.6313,osservato,0,0.6313
P089,2025-07-13,0.63542,interpolato_inaffidabile,2,
P089,2025-07-16,0.6416,osservato,0,0.6416
P089,2025-07-21,0.2445,osservato,0,0.2445
P089,2025-07-23,0.2807,osservato,0,0.2807
P089,2025-07-26,0.4376,osservato,0,0.4376
P089,2025-07-31,0.5881,osservato,0,0.5881
P089,2025-08-02,0.6341,interpolato_inaffidabile,2,
P089,2025-08-05,0.7031,osservato,0,0.7031
P089,2025-08-12,0.7023,osservato,0,0.7023
P089,2025-08-15,0.6636,osservato,0,0.6636
P089,2025-08-20,0.669,osservato,0,0.669
P089,2025-08-22,0.7694,osservato,0,0.7694
P089,2025-08-25,0.6573,osservato,0,0.6573
P089,2025-08-30,0.7907,osservato,0,0.7907
P089,2025-09-01,0.4251,osservato,0,0.4251
P089,2025-09-04,0.3218,osservato,0,0.3218
P089,2025-09-11,0.7047,osservato,0,0.7047
P089,2025-09-14,0.749925,interpolato_inaffidabile,3,
P089,2025-09-19,0.8253,osservato,0,0.8253
P089,2025-09-21,0.8111,osservato,0,0.8111
P089,2025-09-24,0.8259125,interpolato_inaffidabile,3,
P089,2025-09-29,0.8506,osservato,0,0.8506
P089,2025-10-01,0.639,osservato,0,0.639
P089,2025-10-04,0.2314,osservato,0,0.2314
P089,2025-10-09,0.2557,osservato,0,0.2557
P089,2025-10-11,0.1259,osservato,0,0.1259
P089,2025-10-14,0.1032,osservato,0,0.1032
P089,2025-10-19,0.1461,interpolato_inaffidabile,5,
P089,2025-10-21,0.16326000000000002,interpolato_inaffidabile,3,
P089,2025-10-24,0.189,osservato,0,0.189
P089,2025-10-29,0.1143,osservato,0,0.1143
P089,2025-10-31,0.11928,interpolato_inaffidabile,2,
P089,2025-11-08,0.1392,osservato,0,0.1392
P089,2025-11-10,0.138,osservato,0,0.138
P089,2025-11-13,0.16682307692307694,interpolato_inaffidabile,3,
P089,2025-11-18,0.2148615384615385,interpolato_inaffidabile,5,
P089,2025-11-20,0.2340769230769231,interpolato_inaffidabile,3,
P089,2025-11-23,0.2629,osservato,0,0.2629
P089,2025-11-28,0.2745,osservato,0,0.2745
P089,2025-11-30,0.27530000000000004,interpolato_inaffidabile,2,
P089,2025-12-03,0.2765,interpolato_inaffidabile,5,
P089,2025-12-08,0.2785,osservato,0,0.2785
P089,2025-12-10,0.3246,osservato,0,0.3246
P089,2025-12-13,0.4256,osservato,0,0.4256
P089,2025-12-18,0.4635666666666666,interpolato_inaffidabile,5,
P089,2025-12-20,0.4787533333333333,interpolato_inaffidabile,7,
P089,2025-12-23,0.5015333333333333,interpolato_inaffidabile,5,
P089,2025-12-28,0.5395,osservato,0,0.5395
P089,2025-12-30,,non_stimabile,2,
P090,2023-01-03,0.26046909745727287,radar,25,
P090,2023-01-08,0.23244933985480257,radar,20,
P090,2023-01-13,0.23244933985480257,radar,15,
P090,2023-01-18,0.2745110695444684,radar,10,
P090,2023-01-23,0.2745110695444684,radar,5,
P090,2023-01-28,0.465,osservato,0,0.465
P090,2023-02-02,0.4713,osservato,0,0.4713
P090,2023-02-07,0.4671,osservato,0,0.4671
P090,2023-02-12,0.4116,osservato,0,0.4116
P090,2023-02-17,0.3995,osservato,0,0.3995
P090,2023-02-22,0.47642500000000004,interpolato,5,
P090,2023-02-27,0.55335,interpolato,10,
P090,2023-03-09,0.7072,osservato,0,0.7072
P090,2023-03-14,0.7473500000000001,interpolato,5,
P090,2023-03-19,0.7875000000000001,interpolato,10,
P090,2023-03-24,0.82765,interpolato,5,
P090,2023-03-29,0.8678,osservato,0,0.8678
P090,2023-04-03,0.8973,osservato,0,0.8973
P090,2023-04-08,0.8941,interpolato,5,
P090,2023-04-13,0.8909,osservato,0,0.8909
P090,2023-04-18,0.8987499999999999,interpolato,5,
P090,2023-04-23,0.9066,osservato,0,0.9066
P090,2023-04-28,0.8043,interpolato,5,
P090,2023-05-03,0.702,interpolato,10,
P090,2023-05-08,0.5997,interpolato,10,
P090,2023-05-13,0.4974,interpolato,5,
P090,2023-05-18,0.3951,osservato,0,0.3951
P090,2023-05-23,0.40718,interpolato,5,
P090,2023-05-28,0.41926,interpolato,10,
P090,2023-06-02,0.43134,interpolato,10,
P090,2023-06-07,0.44342000000000004,interpolato,5,
P090,2023-06-12,0.4555,osservato,0,0.4555
P090,2023-06-17,0.3488,osservato,0,0.3488
P090,2023-06-22,0.3163,osservato,0,0.3163
P090,2023-06-27,0.2932,interpolato,5,
P090,2023-07-02,0.2701,osservato,0,0.2701
P090,2023-07-07,0.2208,osservato,0,0.2208
P090,2023-07-12,0.2295,osservato,0,0.2295
P090,2023-07-17,0.2239,osservato,0,0.2239
P090,2023-07-22,0.2126,osservato,0,0.2126
P090,2023-07-27,0.2358,osservato,0,0.2358
P090,2023-08-01,0.2479,interpolato,5,
P090,2023-08-06,0.26,osservato,0,0.26
P090,2023-08-11,0.2907,osservato,0,0.2907
P090,2023-08-16,0.3345,osservato,0,0.3345
P090,2023-08-21,0.4031,osservato,0,0.4031
P090,2023-08-26,0.4231,osservato,0,0.4231
P090,2023-08-31,0.5178,osservato,0,0.5178
P090,2023-09-05,0.5104,osservato,0,0.5104
P090,2023-09-10,0.4997,osservato,0,0.4997
P090,2023-09-15,0.5128333333333334,interpolato,5,
P090,2023-09-20,0.5259666666666667,interpolato,5,
P090,2023-09-25,0.5391,osservato,0,0.5391
P090,2023-09-30,0.443,osservato,0,0.443
P090,2023-10-05,0.22515,interpolato,5,
P090,2023-10-10,0.0073,osservato,0,0.0073
P090,2023-10-15,0.08584000000000001,interpolato,5,
P090,2023-10-20,0.16438000000000003,interpolato,10,
P090,2023-10-25,0.24292000000000005,interpolato,10,
P090,2023-10-30,0.32146,interpolato,5,
P090,2023-11-04,0.4,osservato,0,0.4
P090,2023-11-09,0.3665666666666667,interpolato,5,
P090,2023-11-14,0.33313333333333334,interpolato,5,
P090,2023-11-19,0.2997,osservato,0,0.2997
P090,2023-11-24,0.3088,interpolato,5,
P090,2023-11-29,0.3179,osservato,0,0.3179
P090,2023-12-09,0.1455,osservato,0,0.1455
P090,2023-12-14,0.21839999999999998,interpolato,5,
P090,2023-12-19,0.2913,osservato,0,0.2913
P090,2023-12-24,0.2777,osservato,0,0.2777
P090,2023-12-29,0.279675,interpolato,5,
P090,2024-01-03,0.28165,interpolato,10,
P090,2024-01-08,0.283625,interpolato,5,
P090,2024-01-13,0.2856,osservato,0,0.2856
P090,2024-01-18,0.2851,interpolato,5,
P090,2024-01-23,0.2846,osservato,0,0.2846
P090,2024-01-28,0.26380000000000003,interpolato,5,
P090,2024-02-02,0.243,osservato,0,0.243
P090,2024-02-07,0.26158333333333333,interpolato,5,
P090,2024-02-12,0.2801666666666667,interpolato,10,
P090,2024-02-17,0.29874999999999996,interpolato,15,
P090,2024-02-22,0.3173333333333333,interpolato,10,
P090,2024-02-27,0.33591666666666664,interpolato,5,
P090,2024-03-03,0.3545,osservato,0,0.3545
P090,2024-03-08,0.3446,interpolato,5,
P090,2024-03-13,0.3347,osservato,0,0.3347
P090,2024-03-18,0.3887,interpolato,5,
P090,2024-03-23,0.4427,osservato,0,0.4427
P090,2024-03-28,0.49369999999999997,interpolato,5,
P090,2024-04-02,0.5447,osservato,0,0.5447
P090,2024-04-07,0.5421,osservato,0,0.5421
P090,2024-04-12,0.3544,osservato,0,0.3544
P090,2024-04-17,0.37121666666666664,interpolato,5,
P090,2024-04-22,0.38803333333333334,interpolato,10,
P090,2024-04-27,0.40485,interpolato,15,
P090,2024-05-02,0.42166666666666663,interpolato,10,
P090,2024-05-07,0.43848333333333334,interpolato,5,
P090,2024-05-12,0.4553,osservato,0,0.4553
P090,2024-05-17,0.5597,osservato,0,0.5597
P090,2024-05-22,0.572,osservato,0,0.572
P090,2024-05-27,0.5942,interpolato,5,
P090,2024-06-01,0.6164,osservato,0,0.6164
P090,2024-06-06,0.6078,osservato,0,0.6078
P090,2024-06-11,0.4897,osservato,0,0.4897
P090,2024-06-16,0.6168,osservato,0,0.6168
P090,2024-06-21,0.45215,interpolato,5,
P090,2024-06-26,0.2875,osservato,0,0.2875
P090,2024-07-01,0.27349999999999997,interpolato,5,
P090,2024-07-06,0.2595,osservato,0,0.2595
P090,2024-07-11,0.3126,osservato,0,0.3126
P090,2024-07-26,0.1651,osservato,0,0.1651
P090,2024-07-31,0.1287,osservato,0,0.1287
P090,2024-08-05,0.1874,osservato,0,0.1874
P090,2024-08-10,0.128,osservato,0,0.128
P090,2024-08-15,0.1545,osservato,0,0.1545
P090,2024-08-20,0.2916,osservato,0,0.2916
P090,2024-08-25,0.2205,osservato,0,0.2205
P090,2024-08-30,0.2275,osservato,0,0.2275
P090,2024-09-04,0.2195,interpolato,5,
P090,2024-09-09,0.2115,osservato,0,0.2115
P090,2024-09-14,0.22465,interpolato,5,
P090,2024-09-19,0.23779999999999998,interpolato,10,
P090,2024-09-24,0.25095,interpolato,5,
P090,2024-09-29,0.2641,osservato,0,0.2641
P090,2024-10-04,0.24785000000000001,interpolato,5,
P090,2024-10-09,0.2316,interpolato,10,
P090,2024-10-14,0.21534999999999999,interpolato,15,
P090,2024-10-19,0.1991,interpolato,10,
P090,2024-10-24,0.18285,interpolato,5,
P090,2024-10-29,0.1666,osservato,0,0.1666
P090,2024-11-03,0.2761,osservato,0,0.2761
P090,2024-11-08,0.2892,interpolato,5,
P090,2024-11-13,0.3023,osservato,0,0.3023
P090,2024-11-18,0.2654,interpolato,5,
P090,2024-11-23,0.2285,osservato,0,0.2285
P090,2024-11-28,0.1952,interpolato,5,
P090,2024-12-03,0.1619,interpolato,10,
P090,2024-12-08,0.1286,interpolato,5,
P090,2024-12-13,0.0953,osservato,0,0.0953
P090,2024-12-18,0.17245,interpolato,5,
P090,2024-12-23,0.2496,osservato,0,0.2496
P090,2024-12-28,0.2567,osservato,0,0.2567
P090,2025-01-02,0.2882,interpolato,5,
P090,2025-01-07,0.3197,interpolato,5,
P090,2025-01-12,0.3512,osservato,0,0.3512
P090,2025-01-17,0.2613,osservato,0,0.2613
P090,2025-01-22,0.291825,interpolato,5,
P090,2025-01-27,0.32235,interpolato,10,
P090,2025-02-01,0.352875,interpolato,5,
P090,2025-02-06,0.3834,osservato,0,0.3834
P090,2025-02-11,0.37970000000000004,interpolato,5,
P090,2025-02-16,0.376,osservato,0,0.376
P090,2025-02-21,0.3576,osservato,0,0.3576
P090,2025-02-26,0.48795,interpolato,5,
P090,2025-03-03,0.6183,osservato,0,0.6183
P090,2025-03-08,0.6756249999999999,interpolato,5,
P090,2025-03-13,0.73295,interpolato,10,
P090,2025-03-15,0.75588,interpolato,8,
P090,2025-03-18,0.7902750000000001,interpolato,5,
P090,2025-03-23,0.8476,osservato,0,0.8476
P090,2025-03-25,0.522,osservato,0,0.522
P090,2025-03-28,0.62685,interpolato,3,
P090,2025-04-02,0.8016000000000001,interpolato,2,
P090,2025-04-04,0.8715,osservato,0,0.8715
P090,2025-04-07,0.4275,osservato,0,0.4275
P090,2025-04-12,0.8993,osservato,0,0.8993
P090,2025-04-14,0.89386,interpolato,2,
P090,2025-04-17,0.8857,osservato,0,0.8857
P090,2025-04-22,0.901,osservato,0,0.901
P090,2025-04-24,0.9165,osservato,0,0.9165
P090,2025-04-27,0.7103,osservato,0,0.7103
P090,2025-05-02,0.9107,osservato,0,0.9107
P090,2025-05-04,0.90408,interpolato,2,
P090,2025-05-07,0.89415,interpolato,5,
P090,2025-05-12,0.8776,osservato,0,0.8776
P090,2025-05-14,0.8852,osservato,0,0.8852
P090,2025-05-17,0.889,osservato,0,0.889
P090,2025-05-22,0.6793,interpolato,5,
P090,2025-05-24,0.5954200000000001,interpolato,7,
P090,2025-05-27,0.46959999999999996,interpolato,5,
P090,2025-06-01,0.2599,osservato,0,0.2599
P090,2025-06-03,0.2418,osservato,0,0.2418
P090,2025-06-11,0.2285,osservato,0,0.2285
P090,2025-06-13,0.2131,osservato,0,0.2131
P090,2025-06-16,0.2053,osservato,0,0.2053
P090,2025-06-21,0.1934,osservato,0,0.1934
P090,2025-06-23,0.19816,interpolato,2,
P090,2025-06-26,0.2053,osservato,0,0.2053
P090,2025-07-01,0.2173,interpolato,5,
P090,2025-07-03,0.2221,interpolato,7,
P090,2025-07-06,0.2293,interpolato,5,
P090,2025-07-11,0.2413,osservato,0,0.2413
P090,2025-07-13,0.24006,interpolato,2,
P090,2025-07-16,0.2382,osservato,0,0.2382
P090,2025-07-21,0.1035,osservato,0,0.1035
P090,2025-07-23,0.1508,osservato,0,0.1508
P090,2025-07-26,0.208,osservato,0,0.208
P090,2025-07-31,0.1406,osservato,0,0.1406
P090,2025-08-02,0.14644000000000001,interpolato,2,
P090,2025-08-05,0.1552,osservato,0,0.1552
P090,2025-08-12,0.1247,osservato,0,0.1247
P090,2025-08-15,0.134,osservato,0,0.134
P090,2025-08-20,0.1413,osservato,0,0.1413
P090,2025-08-22,0.155,osservato,0,0.155
P090,2025-08-25,0.1503125,interpolato,3,
P090,2025-08-30,0.1425,osservato,0,0.1425
P090,2025-09-01,0.1381,osservato,0,0.1381
P090,2025-09-04,0.1512,osservato,0,0.1512
P090,2025-09-11,0.1918,osservato,0,0.1918
P090,2025-09-14,0.193225,interpolato,3,
P090,2025-09-19,0.1956,osservato,0,0.1956
P090,2025-09-21,0.2223,osservato,0,0.2223
P090,2025-09-24,0.2361,interpolato,3,
P090,2025-09-29,0.2591,osservato,0,0.2591
P090,2025-10-01,0.2318,osservato,0,0.2318
P090,2025-10-04,0.1585,osservato,0,0.1585
P090,2025-10-09,0.1786,interpolato,5,
P090,2025-10-11,0.18664,interpolato,7,
P090,2025-10-14,0.1987,interpolato,10,
P090,2025-10-19,0.2188,interpolato,5,
P090,2025-10-21,0.22683999999999999,interpolato,3,
P090,2025-10-24,0.2389,osservato,0,0.2389
P090,2025-10-29,0.1631,osservato,0,0.1631
P090,2025-10-31,0.20063999999999999,interpolato,2,
P090,2025-11-08,0.3508,osservato,0,0.3508
P090,2025-11-10,0.3682,osservato,0,0.3682
P090,2025-11-13,0.4298846153846154,interpolato,3,
P090,2025-11-18,0.5326923076923077,interpolato,5,
P090,2025-11-20,0.5738153846153846,interpolato,3,
P090,2025-11-23,0.6355,osservato,0,0.6355
P090,2025-11-28,0.6586,osservato,0,0.6586
P090,2025-11-30,0.65396,interpolato,2,
P090,2025-12-03,0.647,interpolato,5,
P090,2025-12-08,0.6354,osservato,0,0.6354
P090,2025-12-10,0.644,osservato,0,0.644
P090,2025-12-13,0.7434,osservato,0,0.7434
P090,2025-12-18,0.7555666666666666,interpolato,5,
P090,2025-12-20,0.7604333333333333,interpolato,7,
P090,2025-12-23,0.7677333333333334,interpolato,5,
P090,2025-12-28,0.7799,osservato,0,0.7799
P090,2025-12-30,0.442101124998585,radar,2,
P091,2023-01-03,0.3308770008867993,radar,25,
P091,2023-01-08,0.2835305750213284,radar,20,
P091,2023-01-13,0.2835305750213284,radar,15,
P091,2023-01-18,0.35897488666144084,radar,10,
P091,2023-01-23,0.35897488666144084,radar,5,
P091,2023-01-28,0.4274,osservato,0,0.4274
P091,2023-02-02,0.2701,osservato,0,0.2701
P091,2023-02-07,0.4478,osservato,0,0.4478
P091,2023-02-12,0.3946,osservato,0,0.3946
P091,2023-02-17,0.4008,osservato,0,0.4008
P091,2023-02-22,0.481525,interpolato,5,
P091,2023-02-27,0.56225,interpolato,10,
P091,2023-03-09,0.7237,osservato,0,0.7237
P091,2023-03-14,0.5592,osservato,0,0.5592
P091,2023-03-19,0.6696666666666666,interpolato,5,
P091,2023-03-24,0.7801333333333333,interpolato,5,
P091,2023-03-29,0.8906,osservato,0,0.8906
P091,2023-04-03,0.9208,osservato,0,0.9208
P091,2023-04-08,0.9132,interpolato,5,
P091,2023-04-13,0.9056,osservato,0,0.9056
P091,2023-04-18,0.9119999999999999,interpolato,5,
P091,2023-04-23,0.9184,osservato,0,0.9184
P091,2023-04-28,0.84364,interpolato,5,
P091,2023-05-03,0.76888,interpolato,10,
P091,2023-05-08,0.69412,interpolato,10,
P091,2023-05-13,0.6193599999999999,interpolato,5,
P091,2023-05-18,0.5446,osservato,0,0.5446
P091,2023-05-23,0.53316,interpolato,5,
P091,2023-05-28,0.52172,interpolato,10,
P091,2023-06-02,0.51028,interpolato,10,
P091,2023-06-07,0.49884,interpolato,5,
P091,2023-06-12,0.4874,osservato,0,0.4874
P091,2023-06-17,0.3632,osservato,0,0.3632
P091,2023-06-22,0.2753,osservato,0,0.2753
P091,2023-06-27,0.25234999999999996,interpolato,5,
P091,2023-07-02,0.2294,osservato,0,0.2294
P091,2023-07-07,0.2204,osservato,0,0.2204
P091,2023-07-12,0.21,osservato,0,0.21
P091,2023-07-17,0.2062,osservato,0,0.2062
P091,2023-07-22,0.2031,osservato,0,0.2031
P091,2023-07-27,0.2156,osservato,0,0.2156
P091,2023-08-01,0.20845000000000002,interpolato,5,
P091,2023-08-06,0.2013,osservato,0,0.2013
P091,2023-08-11,0.1964,osservato,0,0.1964
P091,2023-08-16,0.1875,osservato,0,0.1875
P091,2023-08-21,0.1988,osservato,0,0.1988
P091,2023-08-26,0.2113,osservato,0,0.2113
P091,2023-08-31,0.2234,osservato,0,0.2234
P091,2023-09-05,0.1765,osservato,0,0.1765
P091,2023-09-10,0.1356,osservato,0,0.1356
P091,2023-09-15,0.14183333333333334,interpolato,5,
P091,2023-09-20,0.14806666666666665,interpolato,5,
P091,2023-09-25,0.1543,osservato,0,0.1543
P091,2023-09-30,0.1331,osservato,0,0.1331
P091,2023-10-05,0.07785,interpolato,5,
P091,2023-10-10,0.0226,osservato,0,0.0226
P091,2023-10-15,0.06,interpolato,5,
P091,2023-10-20,0.0974,interpolato,10,
P091,2023-10-25,0.1348,interpolato,10,
P091,2023-10-30,0.17220000000000002,interpolato,5,
P091,2023-11-04,0.2096,osservato,0,0.2096
P091,2023-11-09,0.205325,interpolato,5,
P091,2023-11-14,0.20105,interpolato,10,
P091,2023-11-19,0.196775,interpolato,5,
P091,2023-11-24,0.1925,osservato,0,0.1925
P091,2023-11-29,0.2087,osservato,0,0.2087
P091,2023-12-09,0.0508,osservato,0,0.0508
P091,2023-12-14,0.1452,interpolato,5,
P091,2023-12-19,0.2396,osservato,0,0.2396
P091,2023-12-24,0.2051,osservato,0,0.2051
P091,2023-12-29,0.204425,interpolato,5,
P091,2024-01-03,0.20375,interpolato,10,
P091,2024-01-08,0.203075,interpolato,5,
P091,2024-01-13,0.2024,osservato,0,0.2024
P091,2024-01-18,0.19215,interpolato,5,
P091,2024-01-23,0.1819,osservato,0,0.1819
P091,2024-01-28,0.17404999999999998,interpolato,5,
P091,2024-02-02,0.1662,osservato,0,0.1662
P091,2024-02-07,0.17934999999999998,interpolato,5,
P091,2024-02-12,0.1925,interpolato,10,
P091,2024-02-17,0.20565,interpolato,15,
P091,2024-02-22,0.2188,interpolato,10,
P091,2024-02-27,0.23195,interpolato,5,
P091,2024-03-03,0.2451,osservato,0,0.2451
P091,2024-03-08,0.23655,interpolato,5,
P091,2024-03-13,0.228,osservato,0,0.228
P091,2024-03-18,0.22920000000000001,interpolato,5,
P091,2024-03-23,0.2304,osservato,0,0.2304
P091,2024-03-28,0.2402,interpolato,5,
P091,2024-04-02,0.25,osservato,0,0.25
P091,2024-04-07,0.1649,osservato,0,0.1649
P091,2024-04-12,0.1395,osservato,0,0.1395
P091,2024-04-17,0.13861666666666667,interpolato,5,
P091,2024-04-22,0.13773333333333335,interpolato,10,
P091,2024-04-27,0.13685000000000003,interpolato,15,
P091,2024-05-02,0.13596666666666668,interpolato,10,
P091,2024-05-07,0.13508333333333333,interpolato,5,
P091,2024-05-12,0.1342,osservato,0,0.1342
P091,2024-05-17,0.2576,osservato,0,0.2576
P091,2024-05-22,0.3041,osservato,0,0.3041
P091,2024-05-27,0.47045000000000003,interpolato,5,
P091,2024-06-01,0.6368,osservato,0,0.6368
P091,2024-06-06,0.6973,osservato,0,0.6973
P091,2024-06-11,0.6405,osservato,0,0.6405
P091,2024-06-16,0.8162,osservato,0,0.8162
P091,2024-06-21,0.8354250000000001,interpolato,5,
P091,2024-06-26,0.85465,interpolato,10,
P091,2024-07-01,0.873875,interpolato,5,
P091,2024-07-06,0.8931,osservato,0,0.8931
P091,2024-07-11,0.8725,osservato,0,0.8725
P091,2024-07-26,0.8019,osservato,0,0.8019
P091,2024-07-31,0.7627,osservato,0,0.7627
P091,2024-08-05,0.6636,osservato,0,0.6636
P091,2024-08-10,0.1132,osservato,0,0.1132
P091,2024-08-15,0.1117,osservato,0,0.1117
P091,2024-08-20,0.11685,interpolato,5,
P091,2024-08-25,0.122,osservato,0,0.122
P091,2024-08-30,0.1145,osservato,0,0.1145
P091,2024-09-04,0.1161,osservato,0,0.1161
P091,2024-09-09,0.126,osservato,0,0.126
P091,2024-09-14,0.12990000000000002,interpolato,5,
P091,2024-09-19,0.1338,interpolato,10,
P091,2024-09-24,0.1377,interpolato,5,
P091,2024-09-29,0.1416,osservato,0,0.1416
P091,2024-10-04,0.12485,interpolato,5,
P091,2024-10-09,0.1081,interpolato,10,
P091,2024-10-14,0.09135,interpolato,15,
P091,2024-10-19,0.0746,interpolato,10,
P091,2024-10-24,0.05785,interpolato,5,
P091,2024-10-29,0.0411,osservato,0,0.0411
P091,2024-11-03,0.215,osservato,0,0.215
P091,2024-11-08,0.20865,interpolato,5,
P091,2024-11-13,0.2023,osservato,0,0.2023
P091,2024-11-18,0.2023,interpolato,5,
P091,2024-11-23,0.2023,osservato,0,0.2023
P091,2024-11-28,0.19187500000000002,interpolato,5,
P091,2024-12-03,0.18145,interpolato,10,
P091,2024-12-08,0.17102499999999998,interpolato,5,
P091,2024-12-13,0.1606,osservato,0,0.1606
P091,2024-12-18,0.20375,interpolato,5,
P091,2024-12-23,0.2469,osservato,0,0.2469
P091,2024-12-28,0.2237,osservato,0,0.2237
P091,2025-01-02,0.2587333333333333,interpolato,5,
P091,2025-01-07,0.2937666666666667,interpolato,5,
P091,2025-01-12,0.3288,osservato,0,0.3288
P091,2025-01-17,0.2737,osservato,0,0.2737
P091,2025-01-22,0.30615000000000003,interpolato,5,
P091,2025-01-27,0.3386,interpolato,10,
P091,2025-02-01,0.37105,interpolato,5,
P091,2025-02-06,0.4035,osservato,0,0.4035
P091,2025-02-11,0.41595000000000004,interpolato,5,
P091,2025-02-16,0.4284,osservato,0,0.4284
P091,2025-02-21,0.4124,osservato,0,0.4124
P091,2025-02-26,0.5371,interpolato,5,
P091,2025-03-03,0.6618,osservato,0,0.6618
P091,2025-03-08,0.6915500000000001,interpolato,5,
P091,2025-03-13,0.7213,osservato,0,0.7213
P091,2025-03-15,0.7568400000000001,interpolato,2,
P091,2025-03-18,0.81015,interpolato,5,
P091,2025-03-23,0.899,osservato,0,0.899
P091,2025-03-25,0.7222,osservato,0,0.7222
P091,2025-03-28,0.77545,interpolato,3,
P091,2025-04-02,0.8642000000000001,interpolato,2,
P091,2025-04-04,0.8997,osservato,0,0.8997
P091,2025-04-07,0.9058125,interpolato,3,
P091,2025-04-12,0.916,osservato,0,0.916
P091,2025-04-14,0.90732,interpolato,2,
P091,2025-04-17,0.8943,osservato,0,0.8943
P091,2025-04-22,0.9136,osservato,0,0.9136
P091,2025-04-24,0.9188,osservato,0,0.9188
P091,2025-04-27,0.8329,osservato,0,0.8329
P091,2025-05-02,0.9281,osservato,0,0.9281
P091,2025-05-04,0.9214600000000001,interpolato,2,
P091,2025-05-07,0.9115,interpolato,5,
P091,2025-05-12,0.8949,osservato,0,0.8949
P091,2025-05-14,0.888,osservato,0,0.888
P091,2025-05-17,0.9195,osservato,0,0.9195
P091,2025-05-22,0.8146333333333333,interpolato,5,
P091,2025-05-24,0.7726866666666666,interpolato,7,
P091,2025-05-27,0.7097666666666667,interpolato,5,
P091,2025-06-01,0.6049,osservato,0,0.6049
P091,2025-06-03,0.5781,osservato,0,0.5781
P091,2025-06-11,0.2113,osservato,0,0.2113
P091,2025-06-13,0.2026,osservato,0,0.2026
P091,2025-06-16,0.168,osservato,0,0.168
P091,2025-06-21,0.1192,osservato,0,0.1192
P091,2025-06-23,0.123,osservato,0,0.123
P091,2025-06-26,0.1164,osservato,0,0.1164
P091,2025-07-01,0.10532857142857144,interpolato,2,
P091,2025-07-03,0.1009,osservato,0,0.1009
P091,2025-07-06,0.10885,interpolato,3,
P091,2025-07-11,0.1221,osservato,0,0.1221
P091,2025-07-13,0.12094,interpolato,2,
P091,2025-07-16,0.1192,osservato,0,0.1192
P091,2025-07-21,0.1052,interpolato,2,
P091,2025-07-23,0.0996,osservato,0,0.0996
P091,2025-07-26,0.1414,osservato,0,0.1414
P091,2025-07-31,0.1216,osservato,0,0.1216
P091,2025-08-02,0.11848,interpolato,2,
P091,2025-08-05,0.1138,osservato,0,0.1138
P091,2025-08-12,0.1077,osservato,0,0.1077
P091,2025-08-15,0.1181,osservato,0,0.1181
P091,2025-08-20,0.1397,osservato,0,0.1397
P091,2025-08-22,0.1202,osservato,0,0.1202
P091,2025-08-25,0.1143125,interpolato,3,
P091,2025-08-30,0.1045,osservato,0,0.1045
P091,2025-09-01,0.1037,osservato,0,0.1037
P091,2025-09-04,0.1092,osservato,0,0.1092
P091,2025-09-11,0.1284,osservato,0,0.1284
P091,2025-09-14,0.0992,osservato,0,0.0992
P091,2025-09-19,0.1106,osservato,0,0.1106
P091,2025-09-21,0.1103,osservato,0,0.1103
P091,2025-09-24,0.1152875,interpolato,3,
P091,2025-09-29,0.1236,osservato,0,0.1236
P091,2025-10-01,0.1382,osservato,0,0.1382
P091,2025-10-04,0.155,osservato,0,0.155
P091,2025-10-09,0.1406,osservato,0,0.1406
P091,2025-10-11,0.2109,osservato,0,0.2109
