poly_id,s2_date,ndvi_finale,sorgente,distanza_giorni,ndvi_osservato
P005,2024-04-17,0.85725,interpolato,5,
P005,2024-04-22,0.8605,interpolato,10,
P005,2024-04-27,0.86375,interpolato,15,
P005,2024-05-02,0.867,interpolato,10,
P005,2024-05-07,0.8702500000000001,interpolato,5,
P005,2024-05-12,0.8735,osservato,0,0.8735
P005,2024-05-17,0.82215,interpolato,5,
P005,2024-05-22,0.7708,osservato,0,0.7708
P005,2024-05-27,0.6885,osservato,0,0.6885
P005,2024-06-01,0.6535,osservato,0,0.6535
P005,2024-06-06,0.4786,osservato,0,0.4786
P005,2024-06-11,0.3792,interpolato,5,
P005,2024-06-16,0.2798,osservato,0,0.2798
P005,2024-06-21,0.255475,interpolato,5,
P005,2024-06-26,0.23115,interpolato,10,
P005,2024-07-01,0.20682499999999998,interpolato,5,
P005,2024-07-06,0.1825,osservato,0,0.1825
P005,2024-07-11,0.1715,osservato,0,0.1715
P005,2024-07-26,0.1867,osservato,0,0.1867
P005,2024-07-31,0.1783,osservato,0,0.1783
P005,2024-08-05,0.2087,osservato,0,0.2087
P005,2024-08-10,0.2046,osservato,0,0.2046
P005,2024-08-15,0.2029,osservato,0,0.2029
P005,2024-08-20,0.2287,interpolato,5,
P005,2024-08-25,0.2545,osservato,0,0.2545
P005,2024-08-30,0.1547,osservato,0,0.1547
P005,2024-09-04,0.1596,osservato,0,0.1596
P005,2024-09-09,0.2259,osservato,0,0.2259
P005,2024-09-14,0.23085,interpolato,5,
P005,2024-09-19,0.2358,interpolato,10,
P005,2024-09-24,0.24075,interpolato,5,
P005,2024-09-29,0.2457,osservato,0,0.2457
P005,2024-10-04,0.2554666666666667,interpolato,5,
P005,2024-10-09,0.2652333333333333,interpolato,10,
P005,2024-10-14,0.275,interpolato,15,
P005,2024-10-19,0.28476666666666667,interpolato,10,
P005,2024-10-24,0.29453333333333337,interpolato,5,
P005,2024-10-29,0.3043,osservato,0,0.3043
P005,2024-11-03,0.3063,osservato,0,0.3063
P005,2024-11-08,0.3368,interpolato,5,
P005,2024-11-13,0.3673,osservato,0,0.3673
P005,2024-11-18,0.32765,interpolato,5,
P005,2024-11-23,0.288,osservato,0,0.288
P005,2024-11-28,0.24122499999999997,interpolato,5,
P005,2024-12-03,0.19444999999999998,interpolato,10,
P005,2024-12-08,0.147675,interpolato,5,
P005,2024-12-13,0.1009,osservato,0,0.1009
P005,2024-12-18,0.23065000000000002,interpolato,5,
P005,2024-12-23,0.3604,osservato,0,0.3604
P005,2024-12-28,0.3263,osservato,0,0.3263
P005,2025-01-02,0.36436666666666667,interpolato,5,
P005,2025-01-07,0.4024333333333333,interpolato,5,
P005,2025-01-12,0.4405,osservato,0,0.4405
P005,2025-01-17,0.3582,osservato,0,0.3582
P005,2025-01-22,0.39855,interpolato,5,
P005,2025-01-27,0.43889999999999996,interpolato,10,
P005,2025-02-01,0.47924999999999995,interpolato,5,
P005,2025-02-06,0.5196,osservato,0,0.5196
P005,2025-02-11,0.54145,interpolato,5,
P005,2025-02-16,0.5633,osservato,0,0.5633
P005,2025-02-21,0.49,osservato,0,0.49
P005,2025-02-26,0.59765,interpolato,5,
P005,2025-03-03,0.7053,osservato,0,0.7053
P005,2025-03-08,0.72645,interpolato,5,
P005,2025-03-13,0.7476,interpolato,10,
P005,2025-03-15,0.7560600000000001,interpolato,8,
P005,2025-03-18,0.76875,interpolato,5,
P005,2025-03-23,0.7899,osservato,0,0.7899
P005,2025-03-25,0.7859166666666667,interpolato,2,
P005,2025-03-28,0.7799416666666668,interpolato,5,
P005,2025-04-02,0.7699833333333334,interpolato,2,
P005,2025-04-04,0.766,osservato,0,0.766
P005,2025-04-07,0.4958,osservato,0,0.4958
P005,2025-04-12,0.7216,osservato,0,0.7216
P005,2025-04-14,0.73088,interpolato,2,
P005,2025-04-17,0.7448,osservato,0,0.7448
P005,2025-04-22,0.7341,osservato,0,0.7341
P005,2025-04-24,0.7386,osservato,0,0.7386
P005,2025-04-27,0.7244625,interpolato,3,
P005,2025-05-02,0.7009,osservato,0,0.7009
P005,2025-05-04,0.5709,osservato,0,0.5709
P005,2025-05-07,0.608025,interpolato,3,
P005,2025-05-12,0.6699,osservato,0,0.6699
P005,2025-05-14,0.6379,osservato,0,0.6379
P005,2025-05-17,0.6167,osservato,0,0.6167
P005,2025-05-22,0.4803333333333334,interpolato,5,
P005,2025-05-24,0.42578666666666665,interpolato,7,
P005,2025-05-27,0.3439666666666667,interpolato,5,
P005,2025-06-01,0.2076,osservato,0,0.2076
P005,2025-06-03,0.2059,osservato,0,0.2059
P005,2025-06-11,0.2149,osservato,0,0.2149
P005,2025-06-13,0.2272,osservato,0,0.2272
P005,2025-06-16,0.2119,osservato,0,0.2119
P005,2025-06-21,0.22,osservato,0,0.22
P005,2025-06-23,0.22432,interpolato,2,
P005,2025-06-26,0.2308,osservato,0,0.2308
P005,2025-07-01,0.22072857142857144,interpolato,2,
P005,2025-07-03,0.2167,osservato,0,0.2167
P005,2025-07-06,0.2356375,interpolato,3,
P005,2025-07-11,0.2672,osservato,0,0.2672
P005,2025-07-13,0.27484,interpolato,2,
P005,2025-07-16,0.2863,osservato,0,0.2863
P005,2025-07-21,0.1228,osservato,0,0.1228
P005,2025-07-23,0.1389,osservato,0,0.1389
P005,2025-07-26,0.1812,osservato,0,0.1812
P005,2025-07-31,0.1892,osservato,0,0.1892
P005,2025-08-02,0.18096,interpolato,2,
P005,2025-08-05,0.1686,osservato,0,0.1686
P005,2025-08-12,0.143,osservato,0,0.143
P005,2025-08-15,0.1433,osservato,0,0.1433
P005,2025-08-20,0.097,osservato,0,0.097
P005,2025-08-22,0.1656,osservato,0,0.1656
P005,2025-08-25,0.2802,osservato,0,0.2802
P005,2025-08-30,0.1349,osservato,0,0.1349
P005,2025-09-01,0.1382,osservato,0,0.1382
P005,2025-09-04,0.1588,osservato,0,0.1588
P005,2025-09-11,0.1781,osservato,0,0.1781
P005,2025-09-14,0.1735625,interpolato,3,
P005,2025-09-19,0.166,osservato,0,0.166
P005,2025-09-21,0.1586,osservato,0,0.1586
P005,2025-09-24,0.17078749999999998,interpolato,3,
P005,2025-09-29,0.1911,osservato,0,0.1911
P005,2025-10-01,0.2001,osservato,0,0.2001
P005,2025-10-04,0.1828,osservato,0,0.1828
P005,2025-10-09,0.207975,interpolato,5,
P005,2025-10-11,0.218045,interpolato,7,
P005,2025-10-14,0.23314999999999997,interpolato,10,
P005,2025-10-19,0.25832499999999997,interpolato,5,
P005,2025-10-21,0.268395,interpolato,3,
P005,2025-10-24,0.2835,osservato,0,0.2835
P005,2025-10-29,0.1863,osservato,0,0.1863
P005,2025-10-31,0.19025999999999998,interpolato,2,
P005,2025-11-08,0.2061,osservato,0,0.2061
P005,2025-11-10,0.2086,osservato,0,0.2086
P005,2025-11-13,0.22080769230769232,interpolato,3,
P005,2025-11-18,0.24115384615384616,interpolato,5,
P005,2025-11-20,0.2492923076923077,interpolato,3,
P005,2025-11-23,0.2615,osservato,0,0.2615
P005,2025-11-28,0.2239,osservato,0,0.2239
P005,2025-11-30,0.15442,interpolato,2,
P005,2025-12-03,0.0502,osservato,0,0.0502
P005,2025-12-08,0.11862857142857142,interpolato,2,
P005,2025-12-10,0.146,osservato,0,0.146
P005,2025-12-13,0.2032,osservato,0,0.2032
P005,2025-12-18,0.19573333333333331,interpolato,5,
P005,2025-12-20,0.19274666666666665,interpolato,7,
P005,2025-12-23,0.18826666666666667,interpolato,5,
P005,2025-12-28,0.1808,osservato,0,0.1808
P005,2025-12-30,0.1493344807306296,radar,2,
P006,2023-01-03,0.3101335761137034,radar,25,
P006,2023-01-08,0.22820568374232006,radar,20,
P006,2023-01-13,0.22820568374232006,radar,15,
P006,2023-01-18,0.32252289820875735,radar,10,
P006,2023-01-23,0.32252289820875735,radar,5,
P006,2023-01-28,0.2028,osservato,0,0.2028
P006,2023-02-02,0.19875,interpolato,5,
P006,2023-02-07,0.1947,osservato,0,0.1947
P006,2023-02-12,0.1482,osservato,0,0.1482
P006,2023-02-17,0.1488,osservato,0,0.1488
P006,2023-02-22,0.154025,interpolato,5,
P006,2023-02-27,0.15925,interpolato,10,
P006,2023-03-09,0.1697,osservato,0,0.1697
P006,2023-03-14,0.18875,interpolato,5,
P006,2023-03-19,0.20779999999999998,interpolato,10,
P006,2023-03-24,0.22685,interpolato,5,
P006,2023-03-29,0.2459,osservato,0,0.2459
P006,2023-04-03,0.1666,osservato,0,0.1666
P006,2023-04-08,0.1623,interpolato,5,
P006,2023-04-13,0.158,osservato,0,0.158
P006,2023-04-18,0.1587,interpolato,5,
P006,2023-04-23,0.1594,osservato,0,0.1594
P006,2023-04-28,0.18722,interpolato,5,
P006,2023-05-03,0.21503999999999998,interpolato,10,
P006,2023-05-08,0.24286,interpolato,10,
P006,2023-05-13,0.27068,interpolato,5,
P006,2023-05-18,0.2985,osservato,0,0.2985
P006,2023-05-23,0.3482,interpolato,5,
P006,2023-05-28,0.39790000000000003,interpolato,10,
P006,2023-06-02,0.4476,interpolato,5,
P006,2023-06-07,0.4973,osservato,0,0.4973
P006,2023-06-12,0.5317,osservato,0,0.5317
P006,2023-06-17,0.5668,osservato,0,0.5668
P006,2023-06-22,0.637625,interpolato,5,
P006,2023-06-27,0.70845,interpolato,10,
P006,2023-07-02,0.7792749999999999,interpolato,5,
P006,2023-07-07,0.8501,osservato,0,0.8501
P006,2023-07-12,0.7758,osservato,0,0.7758
P006,2023-07-17,0.7948,osservato,0,0.7948
P006,2023-07-22,0.6274,osservato,0,0.6274
P006,2023-07-27,0.7757,osservato,0,0.7757
P006,2023-08-01,0.77935,interpolato,5,
P006,2023-08-06,0.783,osservato,0,0.783
P006,2023-08-11,0.3389,osservato,0,0.3389
P006,2023-08-16,0.2967,osservato,0,0.2967
P006,2023-08-21,0.3329,osservato,0,0.3329
P006,2023-08-26,0.3678,osservato,0,0.3678
P006,2023-08-31,0.4615,osservato,0,0.4615
P006,2023-09-05,0.4943,osservato,0,0.4943
P006,2023-09-10,0.4783,osservato,0,0.4783
P006,2023-09-15,0.3623,interpolato,5,
P006,2023-09-20,0.24630000000000005,interpolato,5,
P006,2023-09-25,0.1303,osservato,0,0.1303
P006,2023-09-30,0.1129,osservato,0,0.1129
P006,2023-10-05,0.06365,interpolato,5,
P006,2023-10-10,0.0144,osservato,0,0.0144
P006,2023-10-15,0.05686000000000001,interpolato,5,
P006,2023-10-20,0.09932,interpolato,10,
P006,2023-10-25,0.14178000000000002,interpolato,10,
P006,2023-10-30,0.18424000000000001,interpolato,5,
P006,2023-11-04,0.2267,osservato,0,0.2267
P006,2023-11-09,0.21486666666666668,interpolato,5,
P006,2023-11-14,0.20303333333333334,interpolato,5,
P006,2023-11-19,0.1912,osservato,0,0.1912
P006,2023-11-24,0.19415,interpolato,5,
P006,2023-11-29,0.1971,osservato,0,0.1971
P006,2023-12-09,0.0108,osservato,0,0.0108
P006,2023-12-14,0.1082,interpolato,5,
P006,2023-12-19,0.2056,osservato,0,0.2056
P006,2023-12-24,0.1667,osservato,0,0.1667
P006,2023-12-29,0.1654,interpolato,5,
P006,2024-01-03,0.1641,interpolato,10,
P006,2024-01-08,0.1628,interpolato,5,
P006,2024-01-13,0.1615,osservato,0,0.1615
P006,2024-01-18,0.028,osservato,0,0.028
P006,2024-01-23,0.1698,osservato,0,0.1698
P006,2024-01-28,0.1614,interpolato,5,
P006,2024-02-02,0.153,osservato,0,0.153
P006,2024-02-07,0.15845,interpolato,5,
P006,2024-02-12,0.1639,interpolato,10,
P006,2024-02-17,0.16935,interpolato,15,
P006,2024-02-22,0.1748,interpolato,10,
P006,2024-02-27,0.18025,interpolato,5,
P006,2024-03-03,0.1857,osservato,0,0.1857
P006,2024-03-08,0.19065,interpolato,5,
P006,2024-03-13,0.1956,interpolato,10,
P006,2024-03-18,0.20055,interpolato,5,
P006,2024-03-23,0.2055,osservato,0,0.2055
P006,2024-03-28,0.22349999999999998,interpolato,5,
P006,2024-04-02,0.2415,osservato,0,0.2415
P006,2024-04-07,0.2571,osservato,0,0.2571
P006,2024-04-12,0.2223,osservato,0,0.2223
P006,2024-04-17,0.20803333333333332,interpolato,5,
P006,2024-04-22,0.19376666666666667,interpolato,10,
P006,2024-04-27,0.1795,interpolato,15,
P006,2024-05-02,0.16523333333333332,interpolato,10,
P006,2024-05-07,0.15096666666666667,interpolato,5,
P006,2024-05-12,0.1367,osservato,0,0.1367
P006,2024-05-17,0.1964,osservato,0,0.1964
P006,2024-05-22,0.218,osservato,0,0.218
P006,2024-05-27,0.3439,osservato,0,0.3439
P006,2024-06-01,0.6003,osservato,0,0.6003
P006,2024-06-06,0.6719,osservato,0,0.6719
P006,2024-06-11,0.7225,interpolato,5,
P006,2024-06-16,0.7731,osservato,0,0.7731
P006,2024-06-21,0.78305,interpolato,5,
P006,2024-06-26,0.7929999999999999,interpolato,10,
P006,2024-07-01,0.8029499999999999,interpolato,5,
P006,2024-07-06,0.8129,osservato,0,0.8129
P006,2024-07-11,0.7857,osservato,0,0.7857
P006,2024-07-26,0.6434,osservato,0,0.6434
P006,2024-07-31,0.5786,osservato,0,0.5786
P006,2024-08-05,0.5282,osservato,0,0.5282
P006,2024-08-10,0.4789,osservato,0,0.4789
P006,2024-08-15,0.398,osservato,0,0.398
P006,2024-08-20,0.36755000000000004,interpolato,5,
P006,2024-08-25,0.3371,osservato,0,0.3371
P006,2024-08-30,0.3075,osservato,0,0.3075
P006,2024-09-04,0.32484999999999997,interpolato,5,
P006,2024-09-09,0.3422,osservato,0,0.3422
P006,2024-09-14,0.32755,interpolato,5,
P006,2024-09-19,0.3129,interpolato,10,
P006,2024-09-24,0.29825,interpolato,5,
P006,2024-09-29,0.2836,osservato,0,0.2836
P006,2024-10-04,0.2539166666666667,interpolato,5,
P006,2024-10-09,0.22423333333333334,interpolato,10,
P006,2024-10-14,0.19455,interpolato,15,
P006,2024-10-19,0.16486666666666666,interpolato,10,
P006,2024-10-24,0.13518333333333332,interpolato,5,
P006,2024-10-29,0.1055,osservato,0,0.1055
P006,2024-11-03,0.1709,osservato,0,0.1709
P006,2024-11-08,0.1849,interpolato,5,
P006,2024-11-13,0.1989,osservato,0,0.1989
P006,2024-11-18,0.19945000000000002,interpolato,5,
P006,2024-11-23,0.2,osservato,0,0.2
P006,2024-11-28,0.17825000000000002,interpolato,5,
P006,2024-12-03,0.1565,interpolato,10,
P006,2024-12-08,0.13475,interpolato,5,
P006,2024-12-13,0.113,osservato,0,0.113
P006,2024-12-18,0.1713,interpolato,5,
P006,2024-12-23,0.2296,osservato,0,0.2296
P006,2024-12-28,0.2278,osservato,0,0.2278
P006,2025-01-02,0.25456666666666666,interpolato,5,
P006,2025-01-07,0.2813333333333333,interpolato,5,
P006,2025-01-12,0.3081,osservato,0,0.3081
P006,2025-01-17,0.236,osservato,0,0.236
P006,2025-01-22,0.26144999999999996,interpolato,5,
P006,2025-01-27,0.2869,interpolato,10,
P006,2025-02-01,0.31235,interpolato,5,
P006,2025-02-06,0.3378,osservato,0,0.3378
P006,2025-02-11,0.3681,interpolato,5,
P006,2025-02-16,0.3984,osservato,0,0.3984
P006,2025-02-21,0.3009,osservato,0,0.3009
P006,2025-02-26,0.4062,interpolato,5,
P006,2025-03-03,0.5115,osservato,0,0.5115
P006,2025-03-08,0.5484,interpolato,5,
P006,2025-03-13,0.5853,osservato,0,0.5853
P006,2025-03-15,0.61184,interpolato,2,
P006,2025-03-18,0.6516500000000001,interpolato,5,
P006,2025-03-23,0.718,osservato,0,0.718
P006,2025-03-25,0.7165666666666667,interpolato,2,
P006,2025-03-28,0.7144166666666667,interpolato,5,
P006,2025-04-02,0.7108333333333333,interpolato,2,
P006,2025-04-04,0.7094,osservato,0,0.7094
P006,2025-04-07,0.7126625,interpolato,3,
P006,2025-04-12,0.7181,osservato,0,0.7181
P006,2025-04-14,0.75102,interpolato,2,
P006,2025-04-17,0.8004,osservato,0,0.8004
P006,2025-04-22,0.8057,osservato,0,0.8057
P006,2025-04-24,0.8435,osservato,0,0.8435
P006,2025-04-27,0.841175,interpolato,3,
P006,2025-05-02,0.8373,osservato,0,0.8373
P006,2025-05-04,0.6804,osservato,0,0.6804
P006,2025-05-07,0.740625,interpolato,3,
P006,2025-05-12,0.841,osservato,0,0.841
P006,2025-05-14,0.8385,osservato,0,0.8385
P006,2025-05-17,0.8349,osservato,0,0.8349
P006,2025-05-22,0.7699,interpolato,2,
P006,2025-05-24,0.7439,osservato,0,0.7439
P006,2025-05-27,0.708425,interpolato,3,
P006,2025-06-01,0.6493,osservato,0,0.6493
P006,2025-06-03,0.5606,osservato,0,0.5606
P006,2025-06-11,0.1978,osservato,0,0.1978
P006,2025-06-13,0.194,osservato,0,0.194
P006,2025-06-16,0.1796,osservato,0,0.1796
P006,2025-06-21,0.1548,osservato,0,0.1548
P006,2025-06-23,0.15688,interpolato,2,
P006,2025-06-26,0.16,osservato,0,0.16
P006,2025-07-01,0.17546666666666666,interpolato,5,
P006,2025-07-03,0.18165333333333333,interpolato,7,
P006,2025-07-06,0.19093333333333334,interpolato,5,
P006,2025-07-11,0.2064,osservato,0,0.2064
P006,2025-07-13,0.21204,interpolato,2,
P006,2025-07-16,0.2205,osservato,0,0.2205
P006,2025-07-21,0.2158,osservato,0,0.2158
P006,2025-07-23,0.2092,osservato,0,0.2092
P006,2025-07-26,0.19285,interpolato,3,
P006,2025-07-31,0.1656,osservato,0,0.1656
P006,2025-08-02,0.15675999999999998,interpolato,2,
P006,2025-08-05,0.1435,osservato,0,0.1435
P006,2025-08-12,0.1204,osservato,0,0.1204
P006,2025-08-15,0.1273,osservato,0,0.1273
P006,2025-08-20,0.13337142857142859,interpolato,2,
P006,2025-08-22,0.1358,osservato,0,0.1358
P006,2025-08-25,0.1518,osservato,0,0.1518
P006,2025-08-30,0.122,osservato,0,0.122
P006,2025-09-01,0.1217,osservato,0,0.1217
P006,2025-09-04,0.1395,osservato,0,0.1395
P006,2025-09-11,0.167,osservato,0,0.167
P006,2025-09-14,0.158825,interpolato,3,
P006,2025-09-19,0.1452,osservato,0,0.1452
P006,2025-09-21,0.1423,osservato,0,0.1423
P006,2025-09-24,0.149725,interpolato,3,
P006,2025-09-29,0.1621,osservato,0,0.1621
P006,2025-10-01,0.1639,osservato,0,0.1639
P006,2025-10-04,0.1623,osservato,0,0.1623
P006,2025-10-09,0.179475,interpolato,5,
P006,2025-10-11,0.186345,interpolato,7,
P006,2025-10-14,0.19665,interpolato,10,
P006,2025-10-19,0.21382500000000002,interpolato,5,
P006,2025-10-21,0.220695,interpolato,3,
P006,2025-10-24,0.231,osservato,0,0.231
P006,2025-10-29,0.1379,osservato,0,0.1379
P006,2025-10-31,0.1397,interpolato,2,
P006,2025-11-08,0.1469,osservato,0,0.1469
P006,2025-11-10,0.1458,osservato,0,0.1458
P006,2025-11-13,0.1569,interpolato,3,
P006,2025-11-18,0.1754,interpolato,5,
P006,2025-11-20,0.1828,interpolato,3,
P006,2025-11-23,0.1939,osservato,0,0.1939
P006,2025-11-28,0.1714,osservato,0,0.1714
P006,2025-11-30,0.16994,interpolato,2,
P006,2025-12-03,0.16775,interpolato,5,
P006,2025-12-08,0.1641,osservato,0,0.1641
P006,2025-12-10,0.1224,osservato,0,0.1224
P006,2025-12-13,0.1715,osservato,0,0.1715
P006,2025-12-18,0.16373333333333334,interpolato,5,
P006,2025-12-20,0.16062666666666667,interpolato,7,
P006,2025-12-23,0.15596666666666667,interpolato,5,
P006,2025-12-28,0.1482,osservato,0,0.1482
P006,2025-12-30,0.1388584831564094,radar,2,
P007,2023-01-03,,non_stimabile,25,
P007,2023-01-08,,non_stimabile,20,
P007,2023-01-13,,non_stimabile,15,
P007,2023-01-18,,non_stimabile,10,
P007,2023-01-23,,non_stimabile,5,
P007,2023-01-28,0.1934,osservato,0,0.1934
P007,2023-02-02,0.1822,interpolato_inaffidabile,5,
P007,2023-02-07,0.171,osservato,0,0.171
P007,2023-02-12,0.1286,osservato,0,0.1286
P007,2023-02-17,0.1295,osservato,0,0.1295
P007,2023-02-22,0.13005,interpolato_inaffidabile,5,
P007,2023-02-27,0.1306,interpolato_inaffidabile,10,
P007,2023-03-09,0.1317,osservato,0,0.1317
P007,2023-03-14,0.15275,interpolato_inaffidabile,5,
P007,2023-03-19,0.1738,interpolato_inaffidabile,10,
P007,2023-03-24,0.19485000000000002,interpolato_inaffidabile,5,
P007,2023-03-29,0.2159,osservato,0,0.2159
P007,2023-04-03,0.1559,osservato,0,0.1559
P007,2023-04-08,0.14495000000000002,interpolato_inaffidabile,5,
P007,2023-04-13,0.134,osservato,0,0.134
P007,2023-04-18,0.1398,interpolato_inaffidabile,5,
P007,2023-04-23,0.1456,osservato,0,0.1456
P007,2023-04-28,0.17634,interpolato_inaffidabile,5,
P007,2023-05-03,0.20708000000000001,interpolato_inaffidabile,10,
P007,2023-05-08,0.23782,interpolato_inaffidabile,10,
P007,2023-05-13,0.26856,interpolato_inaffidabile,5,
P007,2023-05-18,0.2993,osservato,0,0.2993
P007,2023-05-23,0.3311,interpolato_inaffidabile,5,
P007,2023-05-28,0.3629,interpolato_inaffidabile,10,
P007,2023-06-02,0.3947,interpolato_inaffidabile,5,
P007,2023-06-07,0.4265,osservato,0,0.4265
P007,2023-06-12,0.5342,osservato,0,0.5342
P007,2023-06-17,0.6044,osservato,0,0.6044
P007,2023-06-22,0.66205,interpolato_inaffidabile,5,
P007,2023-06-27,0.7197,interpolato_inaffidabile,10,
P007,2023-07-02,0.77735,interpolato_inaffidabile,5,
P007,2023-07-07,0.835,osservato,0,0.835
P007,2023-07-12,0.7426,osservato,0,0.7426
P007,2023-07-17,0.7391,osservato,0,0.7391
P007,2023-07-22,0.5435,osservato,0,0.5435
P007,2023-07-27,0.6864,osservato,0,0.6864
P007,2023-08-01,0.6625,interpolato_inaffidabile,5,
P007,2023-08-06,0.6386,osservato,0,0.6386
P007,2023-08-11,0.5292,osservato,0,0.5292
P007,2023-08-16,0.4715,osservato,0,0.4715
P007,2023-08-21,0.4083,osservato,0,0.4083
P007,2023-08-26,0.2284,osservato,0,0.2284
P007,2023-08-31,0.2152,osservato,0,0.2152
P007,2023-09-05,0.232,osservato,0,0.232
P007,2023-09-10,0.1924,osservato,0,0.1924
P007,2023-09-15,0.17053333333333331,interpolato_inaffidabile,5,
P007,2023-09-20,0.14866666666666667,interpolato_inaffidabile,5,
P007,2023-09-25,0.1268,osservato,0,0.1268
P007,2023-09-30,0.0991,osservato,0,0.0991
P007,2023-10-05,0.05445,interpolato_inaffidabile,5,
P007,2023-10-10,0.0098,osservato,0,0.0098
P007,2023-10-15,0.04242,interpolato_inaffidabile,5,
P007,2023-10-20,0.07504000000000001,interpolato_inaffidabile,10,
P007,2023-10-25,0.10766,interpolato_inaffidabile,10,
P007,2023-10-30,0.14028000000000002,interpolato_inaffidabile,5,
P007,2023-11-04,0.1729,osservato,0,0.1729
P007,2023-11-09,0.17473333333333332,interpolato_inaffidabile,5,
P007,2023-11-14,0.17656666666666668,interpolato_inaffidabile,5,
P007,2023-11-19,0.1784,osservato,0,0.1784
P007,2023-11-24,0.18985000000000002,interpolato_inaffidabile,5,
P007,2023-11-29,0.2013,osservato,0,0.2013
P007,2023-12-09,0.0247,osservato,0,0.0247
P007,2023-12-14,0.10015,interpolato_inaffidabile,5,
P007,2023-12-19,0.1756,osservato,0,0.1756
P007,2023-12-24,0.1456,osservato,0,0.1456
P007,2023-12-29,0.145225,interpolato_inaffidabile,5,
P007,2024-01-03,0.14485,interpolato_inaffidabile,10,
P007,2024-01-08,0.14447500000000002,interpolato_inaffidabile,5,
P007,2024-01-13,0.1441,osservato,0,0.1441
P007,2024-01-18,0.0607,osservato,0,0.0607
P007,2024-01-23,0.1488,osservato,0,0.1488
P007,2024-01-28,0.14205,interpolato_inaffidabile,5,
P007,2024-02-02,0.1353,osservato,0,0.1353
P007,2024-02-07,0.15525,interpolato_inaffidabile,5,
P007,2024-02-12,0.17520000000000002,interpolato_inaffidabile,10,
P007,2024-02-17,0.19515,interpolato_inaffidabile,15,
P007,2024-02-22,0.2151,interpolato_inaffidabile,10,
P007,2024-02-27,0.23505,interpolato_inaffidabile,5,
P007,2024-03-03,0.255,osservato,0,0.255
P007,2024-03-08,0.22215000000000001,interpolato_inaffidabile,5,
P007,2024-03-13,0.1893,osservato,0,0.1893
P007,2024-03-18,0.19319999999999998,interpolato_inaffidabile,5,
P007,2024-03-23,0.1971,osservato,0,0.1971
P007,2024-03-28,0.2212,interpolato_inaffidabile,5,
P007,2024-04-02,0.2453,osservato,0,0.2453
P007,2024-04-07,0.2711,osservato,0,0.2711
P007,2024-04-12,0.1722,osservato,0,0.1722
P007,2024-04-17,0.16273333333333334,interpolato_inaffidabile,5,
P007,2024-04-22,0.15326666666666666,interpolato_inaffidabile,10,
P007,2024-04-27,0.14379999999999998,interpolato_inaffidabile,15,
P007,2024-05-02,0.13433333333333333,interpolato_inaffidabile,10,
P007,2024-05-07,0.12486666666666667,interpolato_inaffidabile,5,
P007,2024-05-12,0.1154,osservato,0,0.1154
P007,2024-05-17,0.1164,osservato,0,0.1164
P007,2024-05-22,0.1293,osservato,0,0.1293
P007,2024-05-27,0.1809,osservato,0,0.1809
P007,2024-06-01,0.1111,osservato,0,0.1111
P007,2024-06-06,0.0817,osservato,0,0.0817
P007,2024-06-11,0.0741,interpolato_inaffidabile,5,
P007,2024-06-16,0.0665,osservato,0,0.0665
P007,2024-06-21,0.087975,interpolato_inaffidabile,5,
P007,2024-06-26,0.10945,interpolato_inaffidabile,10,
P007,2024-07-01,0.130925,interpolato_inaffidabile,5,
P007,2024-07-06,0.1524,osservato,0,0.1524
P007,2024-07-11,0.0857,osservato,0,0.0857
P007,2024-07-26,0.4575,osservato,0,0.4575
P007,2024-07-31,0.4927,osservato,0,0.4927
P007,2024-08-05,0.4728,osservato,0,0.4728
P007,2024-08-10,0.5967,osservato,0,0.5967
P007,2024-08-15,0.6237,osservato,0,0.6237
P007,2024-08-20,0.64515,interpolato_inaffidabile,5,
P007,2024-08-25,0.6666,osservato,0,0.6666
P007,2024-08-30,0.6431,osservato,0,0.6431
P007,2024-09-04,0.5408,osservato,0,0.5408
P007,2024-09-09,0.6811,osservato,0,0.6811
P007,2024-09-14,0.639,interpolato_inaffidabile,5,
P007,2024-09-19,0.5969,interpolato_inaffidabile,10,
P007,2024-09-24,0.5548000000000001,interpolato_inaffidabile,5,
P007,2024-09-29,0.5127,osservato,0,0.5127
P007,2024-10-04,0.4625666666666667,interpolato_inaffidabile,5,
P007,2024-10-09,0.4124333333333333,interpolato_inaffidabile,10,
P007,2024-10-14,0.3623,interpolato_inaffidabile,15,
P007,2024-10-19,0.31216666666666665,interpolato_inaffidabile,10,
P007,2024-10-24,0.26203333333333334,interpolato_inaffidabile,5,
P007,2024-10-29,0.2119,osservato,0,0.2119
P007,2024-11-03,0.2887,osservato,0,0.2887
P007,2024-11-08,0.29575,interpolato_inaffidabile,5,
P007,2024-11-13,0.3028,osservato,0,0.3028
P007,2024-11-18,0.29664999999999997,interpolato_inaffidabile,5,
P007,2024-11-23,0.2905,osservato,0,0.2905
P007,2024-11-28,0.25615,interpolato_inaffidabile,5,
P007,2024-12-03,0.2218,interpolato_inaffidabile,10,
P007,2024-12-08,0.18745,interpolato_inaffidabile,5,
P007,2024-12-13,0.1531,osservato,0,0.1531
P007,2024-12-18,0.2134,interpolato_inaffidabile,5,
P007,2024-12-23,0.2737,osservato,0,0.2737
P007,2024-12-28,0.2532,osservato,0,0.2532
P007,2025-01-02,0.261,interpolato_inaffidabile,5,
P007,2025-01-07,0.2688,interpolato_inaffidabile,5,
P007,2025-01-12,0.2766,osservato,0,0.2766
