,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154
2023-10-05,0.14834999999999998,0.2937,0.2591,0.18744285714285713,0.1115,0.06365,0.05445,0.17620000000000002,0.20435,0.14635,0.10675,0.3288,0.0431,0.1025,0.17104999999999998,0.14335,0.0969,0.058899999999999994,0.28,0.22144999999999998,0.27335,0.0859,0.32345,0.1322,0.1479,0.07949999999999999,0.17265,0.07615,0.17834999999999998,0.07885,0.24955,0.3272,0.35785,0.3013,0.16155,0.2505,0.35519999999999996,0.31670000000000004,0.24145,0.1867,0.0833,0.074,0.20365,0.23324999999999999,0.34495,0.30474999999999997,0.32095,0.37475,0.3945,0.0686,0.08850000000000001,0.2303,0.6487142857142857,0.29319999999999996,0.19117142857142858,0.07165,0.3037,0.05345,0.6658857142857143,0.14379999999999998,0.0734,0.1942,0.24195,0.15145,0.40304999999999996,0.26805,0.06265,0.23255000000000003,0.08940000000000001,0.13055,0.0578,0.1487,0.2117,0.24115000000000003,0.09125,0.05245,0.07995000000000001,0.136,0.34299999999999997,0.13045,0.3646,0.09190000000000001,0.17765,0.09705,0.12085,0.0804,0.08545000000000001,0.0805,0.3848,0.22515,0.07785,0.13019999999999998,0.39195,0.3106,0.16465,0.08895,0.4131,0.17064285714285712,0.19185,0.2518,0.2191,0.4088,0.29225,0.09620000000000001,0.2266,0.34745,0.19435,0.07285,0.37805,0.0639,0.08750000000000001,0.05435,0.0764,0.3162,0.11850000000000001,0.28159999999999996,0.07795,0.0548,0.05505,0.077,0.16875714285714286,0.13424285714285714,0.0742,0.09115000000000001,0.197,0.055400000000000005,0.0764,0.18910000000000002,0.19865,0.07650000000000001,0.0756,0.0708,0.08695,0.24065,0.11185,0.3634,0.3246,0.075,0.08510000000000001,0.1929,0.10535,0.17975,0.21328571428571427,0.0658,0.07475,0.42538571428571426,0.22519999999999998,0.07780000000000001,0.35700000000000004,0.4707571428571429,0.0782,0.39280000000000004,0.18965,0.19125
2023-10-10,0.0537,0.0203,0.1152,0.21148571428571428,0.0152,0.0144,0.0098,0.0441,0.0297,0.0215,0.0136,0.0213,0.011,0.049,0.0843,0.0089,0.0179,0.0274,0.1244,0.0153,0.0345,0.0279,0.0393,0.0684,0.0066,0.0193,0.0133,0.0104,0.0344,0.0495,0.0402,0.0627,0.0556,0.0374,0.0498,0.0834,0.0577,0.073,0.0515,0.0303,0.0411,0.0254,0.013,0.0419,0.1533,0.1321,0.044,0.065,0.104,0.0291,0.0221,0.0406,0.6562285714285714,0.0839,0.20244285714285715,0.0148,0.0148,0.0146,0.6724714285714286,0.0283,0.0201,0.0156,0.0417,0.0353,0.0415,0.0235,-0.0007,0.016,0.041,0.0238,0.016,0.028,0.04,0.041,0.023,-0.002,0.0012,-0.0022,0.0568,0.0328,0.0634,0.0246,0.0329,0.0507,0.0044,0.0061,0.0077,0.0313,0.0132,0.0073,0.0226,0.0106,0.045,0.0395,0.0005,0.0202,0.0554,0.18068571428571428,0.0118,0.0083,0.2285,0.051,0.0403,-0.0018,0.022,0.0655,0.0032,0.0222,0.01,-0.0143,0.013,0.0232,0.0151,0.30519999999999997,-0.0031,-0.0007,0.0239,0.0151,0.0007,0.0158,0.1829142857142857,0.1487857142857143,-0.007,0.0337,0.0287,-0.0079,0.0023,0.0039,0.016,0.0019,0.0237,0.0031,0.0331,0.0051,0.0081,0.0406,0.0368,-0.0094,0.0206,0.0098,0.0352,0.0254,0.21807142857142855,0.0015,0.0074,0.4343714285714286,0.23079999999999998,0.0234,0.0289,0.48301428571428573,0.0103,0.0501,-0.0005,0.0278
2023-10-15,0.08494,0.1002,0.24230000000000002,0.23552857142857142,0.07028000000000001,0.05686000000000001,0.04242,0.07576,0.0702,0.07135999999999999,0.06531999999999999,0.07184,0.038299999999999994,0.07505999999999999,0.11676,0.056100000000000004,0.058660000000000004,0.0523,0.2646,0.12726,0.10816,0.060300000000000006,0.09,0.12028,0.05396000000000001,0.06014,0.054759999999999996,0.05412,0.07880000000000001,0.08202000000000001,0.1522,0.12112,0.1164,0.10178000000000001,0.11635999999999999,0.21174,0.21486000000000002,0.18103999999999998,0.15628,0.09378,0.07446,0.06237999999999999,0.059699999999999996,0.15901999999999997,0.24406,0.22866,0.11156,0.12722,0.18002,0.06854,0.06098,0.16002000000000002,0.6637428571428571,0.10232,0.2137142857142857,0.0552,0.08854000000000001,0.15804,0.6790571428571429,0.06645999999999999,0.05752,0.09328000000000002,0.08198,0.08032,0.20906000000000002,0.06301999999999999,0.041,0.052660000000000005,0.0745,0.07646000000000001,0.07785999999999998,0.09267999999999998,0.11706,0.19155999999999998,0.06024,0.07626,0.05102,0.04342,0.10824,0.06482,0.10547999999999999,0.06762,0.1003,0.0931,0.05174,0.051219999999999995,0.06704,0.09374000000000002,0.18832,0.08584000000000001,0.06,0.062259999999999996,0.09618,0.08432,0.0414,0.07096000000000001,0.13188,0.19072857142857141,0.06716000000000001,0.0848,0.2379,0.10342,0.0902,0.03912,0.09197999999999998,0.12422,0.06867999999999999,0.0619,0.18722000000000003,0.035559999999999994,0.051399999999999994,0.04824,0.056060000000000006,0.29419999999999996,0.0399,0.09001999999999999,0.06222,0.04084,0.04058,0.05622,0.19707142857142856,0.16332857142857143,0.042660000000000003,0.0706,0.11178,0.028519999999999993,0.0471,0.10912000000000001,0.06872,0.044419999999999994,0.06404,0.053579999999999996,0.08126,0.04522,0.05058,0.11407999999999999,0.16923999999999997,0.0398,0.06806000000000001,0.05846,0.07978,0.06738,0.22285714285714284,0.04434,0.045700000000000005,0.44335714285714284,0.23639999999999997,0.06674,0.1943,0.4952714285714286,0.05648,0.21124,0.04828,0.09838
2023-10-20,0.11618,0.18009999999999998,0.36940000000000006,0.25957142857142856,0.12536000000000003,0.09932,0.07504000000000001,0.10742,0.1107,0.12122,0.11703999999999999,0.12238,0.06559999999999999,0.10111999999999999,0.14922000000000002,0.10330000000000002,0.09942000000000001,0.0772,0.40480000000000005,0.23922000000000002,0.18182,0.0927,0.1407,0.17215999999999998,0.10132000000000001,0.10097999999999999,0.09622,0.09784000000000001,0.1232,0.11454000000000002,0.2642,0.17954000000000003,0.1772,0.16616000000000003,0.18291999999999997,0.34008000000000005,0.37202,0.28908,0.26106,0.15726,0.10782,0.09935999999999998,0.1064,0.27613999999999994,0.33482,0.32522,0.17912,0.18944,0.25604,0.10798,0.09986,0.27944,0.6712571428571429,0.12073999999999999,0.2249857142857143,0.09559999999999999,0.16228,0.30148,0.6856428571428571,0.10461999999999999,0.09494,0.17096000000000003,0.12226000000000001,0.12534,0.37662,0.10253999999999999,0.0827,0.08932000000000001,0.10799999999999998,0.12912,0.13971999999999998,0.15735999999999997,0.19412000000000001,0.3421199999999999,0.09748000000000001,0.15452,0.10084000000000001,0.08904000000000001,0.15968,0.09684000000000001,0.14755999999999997,0.11063999999999999,0.16770000000000002,0.1355,0.09908,0.09633999999999998,0.12638000000000002,0.15618,0.36344,0.16438000000000003,0.0974,0.11392,0.14736,0.12914,0.0823,0.12172000000000001,0.20836000000000002,0.20077142857142857,0.12252000000000003,0.1613,0.24730000000000002,0.15584,0.1401,0.08004000000000001,0.16195999999999997,0.18294,0.13416,0.1016,0.36444000000000004,0.08542,0.08979999999999999,0.07328,0.09702000000000001,0.2832,0.08289999999999999,0.18073999999999998,0.10054,0.06658,0.08046,0.09664,0.2112285714285714,0.17787142857142857,0.09232,0.10750000000000001,0.19486,0.06493999999999998,0.09190000000000001,0.21434,0.12144,0.08693999999999999,0.10438,0.10406,0.12942,0.08534,0.09306,0.18755999999999998,0.30167999999999995,0.089,0.11552000000000001,0.10711999999999999,0.12436,0.10936000000000001,0.22764285714285715,0.08718,0.084,0.45234285714285716,0.242,0.11008,0.35969999999999996,0.5075285714285714,0.10266000000000002,0.37238,0.09706000000000001,0.16896
2023-10-25,0.14742,0.26,0.49650000000000005,0.2836142857142857,0.18044,0.14178000000000002,0.10766,0.13907999999999998,0.15119999999999997,0.17107999999999998,0.16876,0.17292000000000002,0.0929,0.12717999999999996,0.18168,0.1505,0.14018,0.1021,0.545,0.35118,0.25548,0.12510000000000002,0.19140000000000001,0.22403999999999996,0.14868,0.14182,0.13768,0.14156000000000002,0.16760000000000003,0.14706000000000002,0.3762,0.23796000000000003,0.238,0.23054000000000002,0.24947999999999998,0.46841999999999995,0.52918,0.39712,0.36584,0.22074,0.14118,0.13634,0.1531,0.39325999999999994,0.42557999999999996,0.42178,0.24668,0.25166,0.33206,0.14742,0.13874,0.3988600000000001,0.6787714285714286,0.13916,0.23625714285714283,0.13599999999999998,0.23602,0.44492000000000004,0.6922285714285714,0.14278,0.13235999999999998,0.24864000000000003,0.16254000000000002,0.17036,0.54418,0.14206,0.12440000000000001,0.12598,0.1415,0.18178,0.20157999999999998,0.22203999999999996,0.27118000000000003,0.4926799999999999,0.13472,0.23278,0.15066000000000002,0.13466,0.21111999999999997,0.12886,0.18963999999999998,0.15366,0.23510000000000003,0.17789999999999997,0.14642,0.14146,0.18572,0.21862000000000004,0.53856,0.24292000000000005,0.1348,0.16557999999999998,0.19854,0.17396,0.12319999999999999,0.17248000000000002,0.28484000000000004,0.2108142857142857,0.17788000000000004,0.23779999999999998,0.25670000000000004,0.20825999999999997,0.19,0.12096,0.23193999999999998,0.24165999999999999,0.19964000000000004,0.1413,0.54166,0.13527999999999998,0.12819999999999998,0.09832,0.13798,0.2722,0.1259,0.27146000000000003,0.13885999999999998,0.09232000000000001,0.12034000000000002,0.13706,0.22538571428571427,0.1924142857142857,0.14198,0.1444,0.27793999999999996,0.10135999999999998,0.1367,0.31956000000000007,0.17415999999999998,0.12946,0.14472000000000002,0.15453999999999998,0.17758,0.12546,0.13554,0.26103999999999994,0.4341199999999999,0.13820000000000002,0.16298,0.15578,0.16894,0.15134,0.23242857142857143,0.13002,0.1223,0.4613285714285714,0.2476,0.15342,0.5251,0.5197857142857143,0.14884,0.53352,0.14584,0.23953999999999998
2023-10-30,0.17865999999999999,0.3399,0.6236,0.30765714285714285,0.23552000000000003,0.18424000000000001,0.14028000000000002,0.17074,0.1917,0.22093999999999997,0.22047999999999998,0.22346,0.12019999999999997,0.15324,0.21414,0.19770000000000001,0.18094000000000002,0.127,0.6852,0.46314,0.32914,0.15750000000000003,0.2421,0.27591999999999994,0.19604000000000002,0.18266,0.17914,0.18528,0.21200000000000002,0.17958000000000002,0.48819999999999997,0.29638000000000003,0.2988,0.29492,0.31604,0.5967600000000001,0.6863400000000001,0.5051599999999999,0.47062000000000004,0.28422000000000003,0.17454,0.17331999999999997,0.1998,0.51038,0.51634,0.51834,0.31424,0.31388,0.40808,0.18686000000000003,0.17762,0.5182800000000001,0.6862857142857143,0.15758,0.2475285714285714,0.1764,0.30976,0.58836,0.6988142857142857,0.18094,0.16978000000000001,0.32632000000000005,0.20282,0.21538000000000002,0.71174,0.18158,0.1661,0.16264,0.175,0.23444000000000004,0.26343999999999995,0.28672,0.34824,0.6432399999999999,0.17196,0.31104,0.20048000000000002,0.18028,0.26256,0.16088,0.23171999999999998,0.19668,0.3025,0.2203,0.19376,0.18657999999999997,0.24506000000000003,0.28106000000000003,0.71368,0.32146,0.17220000000000002,0.21724,0.24972,0.21878,0.1641,0.22324000000000002,0.36132000000000003,0.22085714285714286,0.23324000000000006,0.31429999999999997,0.2661,0.26068,0.2399,0.16188000000000002,0.30191999999999997,0.30038,0.26511999999999997,0.181,0.7188800000000001,0.18513999999999997,0.1666,0.12336,0.17894000000000002,0.2612,0.1689,0.36218,0.17718,0.11806000000000001,0.16022,0.17748,0.2395428571428571,0.20695714285714287,0.19164,0.18130000000000002,0.36102,0.13777999999999999,0.18150000000000002,0.42478000000000005,0.22688000000000003,0.17198,0.18506,0.20501999999999998,0.22574,0.16558,0.17802,0.33451999999999993,0.56656,0.1874,0.21044000000000002,0.20443999999999998,0.21352000000000002,0.19332000000000002,0.2372142857142857,0.17285999999999999,0.1606,0.47031428571428574,0.2532,0.19676,0.6905,0.5320428571428572,0.19502000000000003,0.69466,0.19462000000000002,0.31012
2023-11-04,0.2099,0.4198,0.7507,0.3317,0.2906,0.2267,0.1729,0.2024,0.2322,0.2708,0.2722,0.274,0.1475,0.1793,0.2466,0.2449,0.2217,0.1519,0.8254,0.5751,0.4028,0.1899,0.2928,0.3278,0.2434,0.2235,0.2206,0.229,0.2564,0.2121,0.6002,0.3548,0.3596,0.3593,0.3826,0.7251,0.8435,0.6132,0.5754,0.3477,0.2079,0.2103,0.2465,0.6275,0.6071,0.6149,0.3818,0.3761,0.4841,0.2263,0.2165,0.6377,0.6938,0.176,0.2588,0.2168,0.3835,0.7318,0.7054,0.2191,0.2072,0.404,0.2431,0.2604,0.8793,0.2211,0.2078,0.1993,0.2085,0.2871,0.3253,0.3514,0.4253,0.7938,0.2092,0.3893,0.2503,0.2259,0.314,0.1929,0.2738,0.2397,0.3699,0.2627,0.2411,0.2317,0.3044,0.3435,0.8888,0.4,0.2096,0.2689,0.3009,0.2636,0.205,0.274,0.4378,0.2309,0.2886,0.3908,0.2755,0.3131,0.2898,0.2028,0.3719,0.3591,0.3306,0.2207,0.8961,0.235,0.205,0.1484,0.2199,0.2502,0.2119,0.4529,0.2155,0.1438,0.2001,0.2179,0.2537,0.2215,0.2413,0.2182,0.4441,0.1742,0.2263,0.53,0.2796,0.2145,0.2254,0.2555,0.2739,0.2057,0.2205,0.408,0.699,0.2366,0.2579,0.2531,0.2581,0.2353,0.242,0.2157,0.1989,0.4793,0.2588,0.2401,0.8559,0.5443,0.2412,0.8558,0.2434,0.3807
2023-11-09,0.190475,0.43,0.592975,0.30952,0.2591333333333333,0.21486666666666668,0.17473333333333332,0.18495,0.21107499999999998,0.23485,0.23723333333333332,0.2495666666666667,0.13296666666666668,0.169975,0.24235,0.21086666666666667,0.21764,0.13476666666666667,0.65395,0.54194,0.37656,0.19476666666666667,0.2658666666666667,0.3422,0.20980000000000001,0.19916666666666666,0.19216666666666665,0.21810000000000002,0.23325,0.19587500000000002,0.626725,0.3322333333333333,0.3284333333333333,0.3347,0.2741,0.6341,0.8345666666666667,0.63434,0.532675,0.357875,0.20546,0.21294,0.2652,0.6183749999999999,0.6289199999999999,0.610125,0.35306666666666664,0.3530333333333333,0.44736666666666663,0.19156666666666666,0.20892,0.513575,0.667275,0.17257499999999998,0.24919999999999998,0.21503333333333333,0.37214,0.75068,0.6723750000000001,0.20454999999999998,0.18493333333333334,0.36468,0.2241,0.23650000000000002,0.8647333333333334,0.20033333333333334,0.18556666666666669,0.17743333333333333,0.19824,0.2604,0.35418,0.37316666666666665,0.346175,0.631575,0.19986666666666666,0.45616666666666666,0.21923333333333334,0.21063333333333334,0.2873,0.17629999999999998,0.26386,0.21266666666666667,0.30906666666666666,0.26304,0.2268,0.22053333333333333,0.2664,0.31106,0.8734333333333334,0.3665666666666667,0.205325,0.26646,0.29248,0.25878,0.18936666666666666,0.23686666666666667,0.41552,0.25406666666666666,0.24333333333333335,0.3493,0.2715666666666667,0.3006,0.28054,0.18860000000000002,0.33440000000000003,0.34609999999999996,0.3687,0.217625,0.8846,0.20846666666666666,0.18289999999999998,0.14768,0.21324,0.233225,0.18743333333333334,0.4181,0.212,0.09013333333333334,0.19366666666666665,0.2809333333333333,0.255725,0.228,0.2243,0.18227500000000002,0.4085,0.16736666666666666,0.1997,0.49742000000000003,0.27534000000000003,0.19473333333333334,0.2193,0.24406666666666668,0.26389999999999997,0.19386666666666666,0.20856666666666668,0.3822,0.661825,0.20856666666666668,0.235375,0.23546666666666666,0.2518666666666667,0.214675,0.22806666666666667,0.2079,0.19803333333333334,0.4516,0.2483,0.2329,0.8497250000000001,0.5051,0.2304,0.8464666666666667,0.20966666666666667,0.352
2023-11-14,0.17105,0.4402,0.43525,0.28734,0.22766666666666668,0.20303333333333334,0.17656666666666668,0.16749999999999998,0.18995,0.1989,0.20226666666666665,0.22513333333333332,0.11843333333333333,0.16065,0.2381,0.17683333333333334,0.21358,0.11763333333333334,0.48250000000000004,0.50878,0.35032,0.19963333333333333,0.23893333333333333,0.3566,0.17620000000000002,0.17483333333333334,0.16373333333333334,0.2072,0.2101,0.17965,0.65325,0.3096666666666667,0.2972666666666667,0.3101,0.1656,0.5430999999999999,0.8256333333333333,0.65548,0.48995,0.36805,0.20302,0.21558,0.2839,0.60925,0.65074,0.60535,0.3243333333333333,0.3299666666666667,0.41063333333333335,0.15683333333333332,0.20134,0.38945,0.6407499999999999,0.16915,0.23959999999999998,0.21326666666666666,0.36078,0.76956,0.6393500000000001,0.18999999999999997,0.16266666666666668,0.32536000000000004,0.2051,0.2126,0.8501666666666666,0.17956666666666665,0.16333333333333333,0.1555666666666667,0.18797999999999998,0.2337,0.38306,0.39493333333333336,0.26705,0.46935,0.19053333333333333,0.5230333333333334,0.18816666666666665,0.19536666666666666,0.2606,0.1597,0.25392,0.18563333333333332,0.24823333333333336,0.26338,0.2125,0.20936666666666665,0.2284,0.27862000000000003,0.8580666666666666,0.33313333333333334,0.20105,0.26402,0.28406,0.25396,0.17373333333333332,0.19973333333333332,0.39324000000000003,0.27723333333333333,0.19806666666666667,0.30779999999999996,0.26763333333333333,0.28809999999999997,0.27128,0.1744,0.2969,0.33309999999999995,0.40680000000000005,0.21455000000000002,0.8731,0.18193333333333334,0.1608,0.14696,0.20658,0.21625,0.16296666666666668,0.3833,0.2085,0.036466666666666675,0.18723333333333333,0.34396666666666664,0.25775,0.23450000000000001,0.20729999999999998,0.14635,0.3729,0.16053333333333333,0.1731,0.46484000000000003,0.27108,0.17496666666666666,0.2132,0.23263333333333333,0.2539,0.18203333333333332,0.19663333333333333,0.3564,0.6246499999999999,0.18053333333333332,0.21285,0.21783333333333332,0.24563333333333334,0.19405,0.21413333333333331,0.2001,0.19716666666666666,0.4239,0.23779999999999998,0.2257,0.84355,0.46590000000000004,0.21960000000000002,0.8371333333333333,0.17593333333333333,0.3233
2023-11-19,0.151625,0.4504,0.277525,0.26516,0.1962,0.1912,0.1784,0.15005000000000002,0.168825,0.16295,0.1673,0.2007,0.1039,0.151325,0.23385,0.1428,0.20952,0.1005,0.31105000000000005,0.47562,0.32408000000000003,0.2045,0.212,0.371,0.1426,0.1505,0.1353,0.1963,0.18695,0.163425,0.679775,0.2871,0.2661,0.2855,0.0571,0.45209999999999995,0.8167,0.67662,0.44722500000000004,0.37822500000000003,0.20058,0.21822,0.3026,0.600125,0.6725599999999999,0.600575,0.2956,0.3069,0.3739,0.1221,0.19376000000000002,0.26532500000000003,0.614225,0.165725,0.22999999999999998,0.2115,0.34942,0.78844,0.606325,0.17545,0.1404,0.28604,0.1861,0.1887,0.8356,0.1588,0.1411,0.1337,0.17772,0.207,0.41194,0.4167,0.18792499999999998,0.307125,0.1812,0.5899,0.1571,0.1801,0.2339,0.1431,0.24397999999999997,0.1586,0.1874,0.26372,0.1982,0.1982,0.1904,0.24618,0.8427,0.2997,0.196775,0.26158,0.27564,0.24914,0.1581,0.1626,0.37096,0.3004,0.1528,0.2663,0.2637,0.2756,0.26202,0.1602,0.2594,0.32009999999999994,0.4449,0.211475,0.8616,0.1554,0.1387,0.14624,0.19992,0.19927499999999998,0.1385,0.3485,0.20500000000000002,-0.0172,0.1808,0.407,0.259775,0.241,0.1903,0.11042500000000001,0.33730000000000004,0.1537,0.1465,0.43226,0.26682,0.1552,0.2071,0.2212,0.2439,0.1702,0.1847,0.3306,0.587475,0.1525,0.19032500000000002,0.2002,0.2394,0.173425,0.2002,0.1923,0.1963,0.3962,0.2273,0.2185,0.837375,0.4267,0.2088,0.8278,0.1422,0.2946
2023-11-24,0.1322,0.4606,0.1198,0.24298,0.22475000000000003,0.19415,0.18985000000000002,0.1326,0.1477,0.127,0.20165,0.19585,0.1109,0.142,0.2296,0.1739,0.20546,0.1047,0.1396,0.44245999999999996,0.29784,0.17959999999999998,0.2288,0.38539999999999996,0.1608,0.17845,0.1578,0.1854,0.1638,0.1472,0.7063,0.2628,0.2754,0.3045,0.0308,0.3611,0.8192,0.6977599999999999,0.4045,0.3884,0.19814,0.22086,0.25505,0.591,0.69438,0.5958,0.2975,0.314,0.37360000000000004,0.14185,0.18618,0.1412,0.5877,0.1623,0.22039999999999998,0.18825,0.33805999999999997,0.80732,0.5733,0.1609,0.15139999999999998,0.24672000000000002,0.20015,0.19665,0.8272,0.17905,0.16505,0.13855,0.16746,0.2219,0.44082,0.4941,0.1088,0.1449,0.19645,0.7564,0.173,0.19735000000000003,0.24705,0.16799999999999998,0.23404,0.18460000000000001,0.19240000000000002,0.26406,0.22519999999999998,0.18695,0.20355,0.21374,0.8336,0.3088,0.1925,0.25914,0.26721999999999996,0.24431999999999998,0.1764,0.1795,0.34868000000000005,0.24595,0.1634,0.29135,0.2607,0.2631,0.25276,0.16785,0.2579,0.3071,0.538,0.2084,0.8496,0.17135,0.1468,0.14552,0.19326,0.1823,0.147,0.3423,0.2015,-0.0021,0.1959,0.2133,0.2618,0.2475,0.18205,0.0745,0.3017,0.1473,0.1642,0.39968,0.26255999999999996,0.16785,0.201,0.2016,0.2339,0.17309999999999998,0.1931,0.3126,0.5503,0.16815,0.1678,0.17445,0.2238,0.1528,0.18564999999999998,0.18595,0.17585,0.3742,0.20379999999999998,0.2217,0.8312,0.40480000000000005,0.21085,0.7975,0.1254,0.2956
2023-11-29,0.1626,0.4708,0.1446,0.2208,0.2533,0.1971,0.2013,0.1573,0.2077,0.1751,0.236,0.191,0.1179,0.1602,0.2287,0.205,0.2014,0.1542,0.1491,0.4093,0.2716,0.1547,0.2456,0.3998,0.179,0.2064,0.1803,0.1745,0.1907,0.1774,0.7334,0.3052,0.2847,0.3235,0.3636,0.1585,0.8613,0.7189,0.6038,0.214,0.1957,0.2235,0.2075,0.662,0.7162,0.67,0.3187,0.3211,0.3733,0.1616,0.1786,0.1538,0.6798,0.1892,0.2108,0.165,0.3267,0.8262,0.6958,0.1931,0.1624,0.2074,0.2142,0.2046,0.8645,0.1993,0.189,0.1434,0.1572,0.2368,0.4697,0.5715,0.131,0.1386,0.2117,0.4561,0.1889,0.2146,0.2602,0.1929,0.2241,0.2106,0.1974,0.2644,0.2522,0.1757,0.2167,0.1813,0.862,0.3179,0.2087,0.2567,0.2588,0.2395,0.1692,0.1964,0.3264,0.1915,0.174,0.3164,0.2577,0.2506,0.2435,0.1755,0.3033,0.2941,0.5917,0.1906,0.8797,0.1873,0.1793,0.1448,0.1866,0.2135,0.1454,0.3361,0.198,0.1227,0.211,0.1864,0.2529,0.254,0.1738,0.2087,0.3254,0.1572,0.1819,0.3671,0.2583,0.1805,0.2124,0.182,0.2122,0.176,0.2015,0.2946,0.6429,0.1838,0.1997,0.1487,0.2082,0.1814,0.1711,0.1796,0.1554,0.3522,0.1803,0.2019,0.8814,0.3829,0.2129,0.8731,0.1636,0.2966
2023-12-09,0.0096,0.139,0.0208,0.0675,0.043,0.0108,0.0247,0.0057,0.0385,0.0049,0.0463,0.0359,0.0197,0.0217,0.0907,0.0139,0.0565,0.0011,-0.006,0.0888,0.0256,0.0069,0.0604,0.1264,0.0342,0.0962,0.0134,-0.003,0.0292,0.0809,0.255,0.0623,0.28235,0.32220000000000004,0.2348,0.0233,0.572,0.1706,0.2826,0.0164,0.0265,0.0355,0.0272,0.6625000000000001,0.2309,0.38,0.0827,0.0728,0.075,0.029,0.0296,0.0308,0.2545,0.0721,0.0631,-0.0058,0.0718,0.3959,0.1938,0.0562,0.0179,0.02,0.0336,0.0321,0.5861,-0.0173,0.0718,0.0161,0.005,0.0471,0.1561,0.1731,0.0099,0.0029,0.026,0.3365,0.0817,0.0855,0.0883,0.022,0.22615,0.031,0.0536,0.0665,0.1152,0.0243,0.0406,0.0262,0.5998,0.1455,0.0508,0.1457,0.0697,0.1087,0.1851,0.0288,0.1011,0.0365,0.009,0.31975,0.1226,0.1316,0.1024,0.0695,0.0677,0.0836,0.1362,0.0457,0.6711,0.0423,0.0366,0.0472,0.0326,0.1055,0.0801,0.1072,0.0285,0.0297,0.0181,0.0327,0.0535,0.0821,0.0499,0.2914,0.0948,0.056,0.0449,0.1549,0.1209,0.0413,0.0481,0.0511,0.0886,0.0514,0.061,0.1726,0.2163,0.0503,0.067,0.0329,0.0959,0.0527,0.0717,0.043,0.0902,0.1547,0.0554,0.1176,0.4207,0.1603,0.1147,0.5421,0.0615,0.2055
2023-12-14,0.09195,0.3079,0.09119999999999999,0.15050000000000002,0.15389999999999998,0.1082,0.10015,0.09044999999999999,0.1309,0.1081,0.15115,0.11315000000000001,0.08395,0.0944,0.16705,0.11895,0.13665,0.12789999999999999,0.0824,0.20290000000000002,0.138,0.09300000000000001,0.15115,0.29205000000000003,0.11729999999999999,0.22275,0.11609999999999998,0.0878,0.12205,0.2011,0.5186999999999999,0.18285,0.281175,0.32155,0.3035,0.0979,0.7137,0.3879,0.45745,0.10729999999999999,0.10645,0.12025,0.1126,0.6627500000000001,0.4094,0.55135,0.19885,0.19810000000000003,0.2153,0.105,0.13324999999999998,0.09565000000000001,0.4062,0.1989,0.15575,0.0889,0.2045,0.6139,0.38215,0.1758,0.0975,0.11765,0.1255,0.14055,0.70515,0.08755,0.2125,0.093,0.10905000000000001,0.15560000000000002,0.33775,0.42669999999999997,0.08180000000000001,0.09444999999999999,0.16999999999999998,0.4015,0.18615,0.16005000000000003,0.18005,0.1167,0.227175,0.18694999999999998,0.1324,0.1718,0.1732,0.08885000000000001,0.18565,0.10645,0.71155,0.21839999999999998,0.1452,0.19745000000000001,0.16995,0.17735,0.2112,0.11905000000000002,0.20605,0.14865,0.09964999999999999,0.321425,0.1851,0.19855,0.16804999999999998,0.16415,0.18005,0.19155,0.41695,0.12890000000000001,0.7664500000000001,0.11085,0.13665,0.11155000000000001,0.12360000000000002,0.16225,0.1193,0.2052,0.12945,0.07765,0.09985000000000001,0.14245,0.1507,0.18785000000000002,0.11255,0.25355,0.21575,0.10900000000000001,0.15805,0.2217,0.2051,0.14780000000000001,0.1296,0.12125,0.1521,0.11735,0.13524999999999998,0.2152,0.42745,0.13815,0.14179999999999998,0.09849999999999999,0.1521,0.13205,0.1261,0.12455000000000001,0.13415,0.21905,0.11945,0.16494999999999999,0.6431,0.2234,0.16885,0.6966,0.1191,0.24424999999999997
